,Date,Sentiment,Open,Close,NextDayClose,Volume,MarketCap,NextDayChange,Change
40,16-Sep-15,0.311111111,0.941977,0.907175,0.874231,"615,593","68,963,300",-0.032944,Decrease
41,17-Sep-15,0.28342246,0.906865,0.874231,0.853685,"897,940","66,415,200",-0.020546,Decrease
42,18-Sep-15,0.14673913,0.874574,0.853685,0.882391,"484,622","64,071,300",0.028706,Increase
43,19-Sep-15,0.22705314,0.849603,0.882391,0.938445,"386,988","62,262,700",0.056054,Increase
44,20-Sep-15,0.130136986,0.881191,0.938445,0.919047,"508,314","64,600,000",-0.019398,Decrease
45,21-Sep-15,0.225274725,0.941496,0.919047,0.901796,"424,039","69,045,900",-0.017251,Decrease
46,22-Sep-15,0.084210526,0.919337,0.901796,0.893406,"487,914","67,444,200",-0.00839,Decrease
47,23-Sep-15,0.209039548,0.90356,0.893406,0.81361,"200,541","66,309,600",-0.079796,Decrease
48,24-Sep-15,0.313432836,0.896796,0.81361,0.736223,"842,505","65,836,400",-0.077387,Decrease
49,25-Sep-15,0.2,0.820031,0.736223,0.785964,"903,457","60,221,400",0.049741,Increase
50,26-Sep-15,-0.043478261,0.73763,0.785964,0.720839,"369,620","54,188,900",-0.065125,Decrease
51,27-Sep-15,0.401129944,0.791277,0.720839,0.582886,"413,801","58,149,600",-0.137953,Decrease
52,28-Sep-15,0.425287356,0.723715,0.582886,0.661146,"1,320,890","53,201,800",0.07826,Increase
53,29-Sep-15,0.221698113,0.579414,0.661146,0.738644,"913,992","42,607,700",0.077498,Increase
54,30-Sep-15,0.516393443,0.661192,0.738644,0.690215,"619,926","48,636,600",-0.048429,Decrease
55,1-Oct-15,0.512658228,0.734307,0.690215,0.678574,"596,084","54,032,300",-0.011641,Decrease
56,2-Oct-15,0.528052805,0.683732,0.678574,0.687171,"219,318","50,328,700",0.008597,Increase
57,3-Oct-15,0.136054422,0.678783,0.687171,0.668379,"163,326","49,981,900",-0.018792,Decrease
58,4-Oct-15,2.351351351,0.686343,0.668379,0.628643,"103,497","50,556,000",-0.039736,Decrease
59,5-Oct-15,0.09202454,0.666784,0.628643,0.650645,"234,263","49,131,600",0.022002,Increase
60,6-Oct-15,0.352941176,0.622218,0.650645,0.609388,"262,674","45,863,300",-0.041257,Decrease
61,7-Oct-15,0.277777778,0.650515,0.609388,0.621716,"218,327","47,964,700",0.012328,Increase
62,8-Oct-15,2.412765957,0.609501,0.621716,0.650628,"310,266","44,955,900",0.028912,Increase
63,9-Oct-15,0.216931217,0.655084,0.650628,0.627857,"386,420","48,334,900",-0.022771,Decrease
64,10-Oct-15,0.576271186,0.641187,0.627857,0.634963,"141,555","47,325,200",0.007106,Increase
65,11-Oct-15,0.171428571,0.627461,0.634963,0.62603,"102,128","46,327,500",-0.008933,Decrease
66,12-Oct-15,0.163522013,0.634515,0.62603,0.607655,"109,567","46,864,200",-0.018375,Decrease
67,13-Oct-15,0.484662577,0.627943,0.607655,0.522968,"303,044","46,395,200",-0.084687,Decrease
68,14-Oct-15,0.256666667,0.61224,0.522968,0.561878,"971,664","45,250,600",0.03891,Increase
69,15-Oct-15,0.235294118,0.523278,0.561878,0.536495,"371,022","38,688,300",-0.025383,Decrease
70,16-Oct-15,0.027108434,0.562593,0.536495,0.547178,"249,891","41,608,900",0.010683,Increase
71,17-Oct-15,0.343434343,0.534117,0.547178,0.517734,"313,860","39,515,900",-0.029444,Decrease
72,18-Oct-15,0.054545455,0.547913,0.517734,0.489014,"133,690","40,550,400",-0.02872,Decrease
73,19-Oct-15,0.485148515,0.517621,0.489014,0.434829,"243,742","38,321,300",-0.054185,Decrease
74,20-Oct-15,0.520547945,0.489629,0.434829,0.447329,"383,921","36,261,200",0.0125,Increase
75,21-Oct-15,-0.056497175,0.431589,0.447329,0.567702,"609,085","31,973,600",0.120373,Increase
76,22-Oct-15,0.437869822,0.444988,0.567702,0.539657,"924,822","32,977,300",-0.028045,Decrease
77,23-Oct-15,0.200892857,0.56637,0.539657,0.56359,"878,822","41,986,400",0.023933,Increase
78,24-Oct-15,0.25,0.539681,0.56359,0.616039,"258,356","40,022,100",0.052449,Increase
79,25-Oct-15,0.35915493,0.563207,0.616039,0.731317,"635,384","41,781,300",0.115278,Increase
80,26-Oct-15,0.408284024,0.619743,0.731317,0.869641,"1,089,120","45,991,300",0.138324,Increase
81,27-Oct-15,0.170731707,0.70889,0.869641,1,"1,846,370","52,624,300",0.130359,Increase
82,28-Oct-15,0.558441558,0.870938,1,1.21,"2,373,050","64,676,600",0.21,Increase
83,29-Oct-15,-0.050561798,1.01,1.21,1.04,"2,279,240","74,675,600",-0.17,Decrease
84,30-Oct-15,0.152439024,1.21,1.04,0.916627,"2,429,200","89,857,400",-0.123373,Decrease
85,31-Oct-15,-0.021276596,1.05,0.916627,1.06,"673,892","77,800,300",0.143373,Increase
86,1-Nov-15,0.131086142,0.920847,1.06,0.989789,"588,913","68,477,200",-0.070211,Decrease
87,2-Nov-15,0.277777778,1.06,0.989789,1.01,"1,145,200","78,701,400",0.020211,Increase
88,3-Nov-15,0.248,0.994568,1.01,0.89905,"1,907,690","74,010,000",-0.11095,Decrease
89,4-Nov-15,0.522556391,1.01,0.89905,0.895637,"3,060,340","75,232,400",-0.003413,Decrease
90,5-Nov-15,0.333333333,0.900699,0.895637,0.926032,"1,179,840","67,070,700",0.030395,Increase
91,6-Nov-15,0.550295858,0.904772,0.926032,0.927974,"913,666","67,397,100",0.001942,Increase
92,7-Nov-15,0.292682927,0.923732,0.927974,1.03,"890,187","68,833,200",0.102026,Increase
93,8-Nov-15,-0.166666667,0.915661,1.03,0.999278,"1,021,460","68,254,300",-0.030722,Decrease
94,9-Nov-15,0.06557377,1.03,0.999278,0.934348,"2,045,290","76,991,800",-0.06493,Decrease
95,10-Nov-15,2.579166667,1,0.934348,0.791829,"854,581","74,685,300",-0.142519,Decrease
96,11-Nov-15,0.4,0.941296,0.791829,0.895711,"1,278,580","70,236,200",0.103882,Increase
97,12-Nov-15,2.851674641,0.796455,0.895711,0.904096,"806,156","59,448,700",0.008385,Increase
98,13-Nov-15,1.159192825,0.907722,0.904096,0.888812,"543,671","67,777,000",-0.015284,Decrease
99,14-Nov-15,-0.152317881,0.905469,0.888812,0.906368,"372,514","67,631,900",0.017556,Increase
100,15-Nov-15,0.189781022,0.891217,0.906368,0.928962,"411,848","66,590,200",0.022594,Increase
101,16-Nov-15,1.258064516,0.906166,0.928962,1.01,"620,945","67,730,700",0.081038,Increase
102,17-Nov-15,0.704142012,0.924948,1.01,0.993319,"1,145,440","69,157,900",-0.016681,Decrease
103,18-Nov-15,0.242424242,0.993214,0.993319,0.955532,"681,104","74,287,700",-0.037787,Decrease
104,19-Nov-15,0.81884058,0.988713,0.955532,0.92492,"443,528","73,976,100",-0.030612,Decrease
105,20-Nov-15,0.459915612,0.955735,0.92492,0.97614,"614,335","71,532,500",0.05122,Increase
106,21-Nov-15,0.082644628,0.928758,0.97614,0.968018,"455,976","69,535,300",-0.008122,Decrease
107,22-Nov-15,0.579710145,0.979765,0.968018,0.946969,"372,173","73,378,800",-0.021049,Decrease
108,23-Nov-15,0.3359375,0.967493,0.946969,0.900191,"441,875","72,484,200",-0.046778,Decrease
109,24-Nov-15,0.525,0.946442,0.900191,0.863537,"524,195","70,931,100",-0.036654,Decrease
110,25-Nov-15,0.406060606,0.893827,0.863537,0.884183,"622,991","67,010,200",0.020646,Increase
111,26-Nov-15,0.347593583,0.863273,0.884183,0.867951,"947,473","64,740,900",-0.016232,Decrease
112,27-Nov-15,0.079545455,0.8821,0.867951,0.915703,"403,813","66,174,600",0.047752,Increase
113,28-Nov-15,-0.390151515,0.868102,0.915703,0.878614,"462,464","65,147,000",-0.037089,Decrease
114,29-Nov-15,-0.09352518,0.914144,0.878614,0.873119,"448,358","68,625,100",-0.005495,Decrease
115,30-Nov-15,0.186746988,0.879951,0.873119,0.8748,"784,439","66,080,400",0.001681,Increase
116,1-Dec-15,0.372623574,0.878316,0.8748,0.82121,"652,857","65,980,000",-0.05359,Decrease
117,2-Dec-15,0.324324324,0.873171,0.82121,0.812143,"506,307","65,615,700",-0.009067,Decrease
118,3-Dec-15,0.76300578,0.818546,0.812143,0.840041,"539,969","61,530,500",0.027898,Increase
119,4-Dec-15,0.460122699,0.812082,0.840041,0.862438,"241,278","61,065,700",0.022397,Increase
120,5-Dec-15,0.58045977,0.841195,0.862438,0.8355,"232,743","63,276,000",-0.026938,Decrease
121,6-Dec-15,0.505882353,0.866417,0.8355,0.811264,"443,608","65,194,900",-0.024236,Decrease
122,7-Dec-15,0.721014493,0.836322,0.811264,0.822118,"520,409","62,950,900",0.010854,Increase
123,8-Dec-15,0.255102041,0.806024,0.822118,0.792167,"445,903","60,690,400",-0.029951,Decrease
124,9-Dec-15,0.537878788,0.824454,0.792167,0.840396,"624,221","62,098,400",0.048229,Increase
125,10-Dec-15,0.653409091,0.79559,0.840396,0.929762,"369,589","59,945,000",0.089366,Increase
126,11-Dec-15,0.007042254,0.839995,0.929762,0.976973,"801,072","63,312,400",0.047211,Increase
127,12-Dec-15,0.429447853,0.931196,0.976973,0.952884,"1,376,280","70,210,000",-0.024089,Decrease
128,13-Dec-15,0.628865979,0.971538,0.952884,0.993022,"273,614","73,276,400",0.040138,Increase
129,14-Dec-15,0.386699507,0.95662,0.993022,1.01,"563,436","72,176,400",0.016978,Increase
130,15-Dec-15,0.188888889,0.990589,1.01,0.991182,"578,618","74,764,100",-0.018818,Decrease
131,16-Dec-15,0.950819672,1.02,0.991182,0.940701,"320,767","76,791,600",-0.050481,Decrease
132,17-Dec-15,0.205298013,0.993043,0.940701,0.920127,"640,765","74,999,300",-0.020574,Decrease
133,18-Dec-15,-0.070539419,0.938327,0.920127,0.908072,"300,787","70,890,600",-0.012055,Decrease
134,19-Dec-15,0.525139665,0.921524,0.908072,0.903885,"343,535","69,644,200",-0.004187,Decrease
135,20-Dec-15,-0.007194245,0.90824,0.903885,0.900771,"472,164","68,663,100",-0.003114,Decrease
136,21-Dec-15,-0.335877863,0.906065,0.900771,0.864202,"549,113","68,521,200",-0.036569,Decrease
137,22-Dec-15,0.37593985,0.894973,0.864202,0.858077,"454,249","67,704,600",-0.006125,Decrease
138,23-Dec-15,0.449101796,0.861782,0.858077,0.863262,"334,993","65,215,800",0.005185,Increase
139,24-Dec-15,1.751111111,0.859433,0.863262,0.870363,"354,646","65,060,000",0.007101,Increase
140,25-Dec-15,1.139705882,0.861993,0.870363,0.854603,"187,114","65,275,400",-0.01576,Decrease
141,26-Dec-15,1.963302752,0.870766,0.854603,0.856365,"425,282","65,961,900",0.001762,Increase
142,27-Dec-15,0.448979592,0.853166,0.856365,0.845005,"164,565","64,650,000",-0.01136,Decrease
143,28-Dec-15,0.256944444,0.856356,0.845005,0.873054,"235,134","64,913,200",0.028049,Increase
144,29-Dec-15,0.039473684,0.843835,0.873054,0.911958,"215,742","63,985,600",0.038904,Increase
145,30-Dec-15,0.531034483,0.874258,0.911958,0.933542,"604,078","66,314,200",0.021584,Increase
146,31-Dec-15,0.598425197,0.912098,0.933542,0.948024,"663,994","69,207,400",0.014482,Increase
147,1-Jan-16,0.276190476,0.933712,0.948024,0.937124,"206,062","70,870,900",-0.0109,Decrease
148,2-Jan-16,0.459459459,0.947401,0.937124,0.971905,"255,504","71,933,100",0.034781,Increase
149,3-Jan-16,0.84496124,0.93843,0.971905,0.95448,"407,632","71,275,900",-0.017425,Decrease
150,4-Jan-16,0.064864865,0.972045,0.95448,0.950176,"346,245","73,853,900",-0.004304,Decrease
151,5-Jan-16,0.006849315,0.953147,0.950176,0.95086,"219,833","72,442,400",0.000684,Increase
152,6-Jan-16,0.407407407,0.950028,0.95086,0.942005,"308,791","72,229,700",-0.008855,Decrease
153,7-Jan-16,0.456043956,0.955801,0.942005,0.986789,"647,462","72,692,900",0.044784,Increase
154,8-Jan-16,0.040540541,0.942752,0.986789,0.986833,"545,600","71,724,000",4.40E-05,Increase
155,9-Jan-16,0.24120603,0.985501,0.986833,0.999231,"226,281","75,001,800",0.012398,Increase
156,10-Jan-16,0.460674157,0.985557,0.999231,1.06,"390,888","75,031,200",0.060769,Increase
157,11-Jan-16,0.410958904,0.999216,1.06,1.14,"1,011,920","76,096,500",0.08,Increase
158,12-Jan-16,0.440677966,1.07,1.14,1.13,"2,898,760","81,217,300",-0.01,Decrease
159,13-Jan-16,0.895833333,1.14,1.13,1.19,"1,005,910","86,530,000",0.06,Increase
160,14-Jan-16,0.638461538,1.12,1.19,1.21,"751,961","85,539,300",0.02,Increase
161,15-Jan-16,0.210810811,1.18,1.21,1.22,"3,910,550","90,321,700",0.01,Increase
162,16-Jan-16,1.375,1.22,1.22,1.33,"2,462,630","93,099,400",0.11,Increase
163,17-Jan-16,0.204379562,1.22,1.33,1.43,"1,171,150","93,207,300",0.1,Increase
164,18-Jan-16,0.384615385,1.33,1.43,1.37,"4,278,930","101,699,000",-0.06,Decrease
165,19-Jan-16,-1.634831461,1.42,1.37,1.53,"2,446,740","108,628,000",0.16,Increase
166,20-Jan-16,0.895,1.36,1.53,1.55,"2,933,220","104,124,000",0.02,Increase
167,21-Jan-16,0.254385965,1.53,1.55,1.5,"1,614,960","117,111,000",-0.05,Decrease
168,22-Jan-16,0.571428571,1.55,1.5,1.97,"1,567,240","118,244,000",0.47,Increase
169,23-Jan-16,0.590673575,1.5,1.97,2.14,"7,370,980","115,002,000",0.17,Increase
170,24-Jan-16,-0.030120482,1.9,2.14,2.5,"9,669,770","145,358,000",0.36,Increase
171,25-Jan-16,0.401785714,2.15,2.5,2.28,"10,739,300","164,313,000",-0.22,Decrease
172,26-Jan-16,0.064220183,2.53,2.28,2.39,"13,939,200","193,838,000",0.11,Increase
173,27-Jan-16,0.457894737,2.25,2.39,2.53,"6,961,080","172,061,000",0.14,Increase
174,28-Jan-16,-0.837696335,2.41,2.53,2.49,"4,903,850","184,294,000",-0.04,Decrease
175,29-Jan-16,-1.276422764,2.54,2.49,2.45,"6,662,340","194,815,000",-0.04,Decrease
176,30-Jan-16,-1.403061224,2.51,2.45,2.31,"3,725,080","192,176,000",-0.14,Decrease
177,31-Jan-16,-1.758490566,2.44,2.31,2.21,"5,847,500","187,289,000",-0.1,Decrease
178,1-Feb-16,-0.895287958,2.32,2.21,2.44,"3,994,100","177,881,000",0.23,Increase
179,2-Feb-16,-0.572072072,2.22,2.44,2.53,"3,451,270","169,923,000",0.09,Increase
180,3-Feb-16,-0.412556054,2.43,2.53,2.58,"3,987,750","186,609,000",0.05,Increase
181,4-Feb-16,-0.53,2.53,2.58,2.54,"3,552,320","194,126,000",-0.04,Decrease
182,5-Feb-16,-2.522807018,2.57,2.54,2.53,"2,636,700","197,363,000",-0.01,Decrease
183,6-Feb-16,-1.548821549,2.53,2.53,2.96,"1,921,240","194,621,000",0.43,Increase
184,7-Feb-16,-0.736111111,2.54,2.96,3.18,"7,007,060","194,884,000",0.22,Increase
185,8-Feb-16,-1.829268293,2.97,3.18,4.04,"9,725,690","228,504,000",0.86,Increase
186,9-Feb-16,0.606217617,3.17,4.04,4.44,"17,954,000","244,110,000",0.4,Increase
187,10-Feb-16,0.052631579,4,4.44,6.01,"28,640,400","307,684,000",1.57,Increase
188,11-Feb-16,0.623376623,4.5,6.01,5.55,"26,408,200","345,964,000",-0.46,Decrease
189,12-Feb-16,0.406716418,5.95,5.55,5.39,"23,360,800","457,618,000",-0.16,Decrease
190,13-Feb-16,0.785365854,5.69,5.39,5.24,"24,218,800","437,667,000",-0.15,Decrease
191,14-Feb-16,0.524193548,5.4,5.24,5.29,"11,226,500","416,193,000",0.05,Increase
192,15-Feb-16,0.360655738,5.33,5.29,4.32,"13,934,200","410,643,000",-0.97,Decrease
193,16-Feb-16,-0.063829787,5.33,4.32,3.76,"15,889,100","410,605,000",-0.56,Decrease
194,17-Feb-16,0.515923567,4.29,3.76,4.4,"15,451,000","330,635,000",0.64,Increase
195,18-Feb-16,0.236024845,3.77,4.4,4.74,"17,054,000","291,068,000",0.34,Increase
196,19-Feb-16,0.308108108,4.38,4.74,4.34,"7,666,320","338,222,000",-0.4,Decrease
197,20-Feb-16,0.850746269,4.68,4.34,4.65,"8,631,090","361,281,000",0.31,Increase
198,21-Feb-16,0.325714286,4.36,4.65,5.62,"6,413,550","336,572,000",0.97,Increase
199,22-Feb-16,0.36637931,4.66,5.62,5.59,"15,056,200","360,185,000",-0.03,Decrease
200,23-Feb-16,0.575609756,5.68,5.59,6.24,"13,380,600","439,084,000",0.65,Increase
201,24-Feb-16,0.313609467,5.6,6.24,6.1,"11,426,500","432,977,000",-0.14,Decrease
202,25-Feb-16,0.331683168,6.19,6.1,5.92,"21,471,800","478,149,000",-0.18,Decrease
203,26-Feb-16,0.4,6.04,5.92,6.43,"9,526,860","466,797,000",0.51,Increase
204,27-Feb-16,0.695187166,5.96,6.43,6.47,"8,903,210","461,169,000",0.04,Increase
205,28-Feb-16,0.546875,6.41,6.47,6.34,"9,851,660","495,545,000",-0.13,Decrease
206,29-Feb-16,0.803149606,6.46,6.34,7.65,"7,648,020","499,587,000",1.31,Increase
207,1-Mar-16,0.51875,6.32,7.65,8.47,"23,098,100","489,188,000",0.82,Increase
208,2-Mar-16,0.341463415,7.63,8.47,9.29,"29,130,200","591,078,000",0.82,Increase
209,3-Mar-16,0.423076923,8.44,9.29,10.41,"40,314,900","653,959,000",1.12,Increase
210,4-Mar-16,0.076923077,9.24,10.41,11,"35,520,100","716,027,000",0.59,Increase
211,5-Mar-16,0.386266094,10.37,11,11.38,"56,439,600","803,827,000",0.38,Increase
212,6-Mar-16,0.27607362,11.2,11.38,9.55,"39,112,000","868,736,000",-1.83,Decrease
213,7-Mar-16,0.271889401,11.43,9.55,9.85,"34,085,100","886,447,000",0.3,Increase
214,8-Mar-16,0.544871795,9.58,9.85,11.9,"25,524,300","743,456,000",2.05,Increase
215,9-Mar-16,0.166666667,9.79,11.9,11.3,"27,540,500","760,017,000",-0.6,Decrease
216,10-Mar-16,0.582677165,11.88,11.3,11.08,"26,851,500","922,452,000",-0.22,Decrease
217,11-Mar-16,0.407407407,11.22,11.08,13.53,"21,002,700","871,511,000",2.45,Increase
218,12-Mar-16,0.335907336,11.13,13.53,14.47,"48,957,300","864,733,000",0.94,Increase
219,13-Mar-16,0.280898876,13.51,14.47,12.45,"43,915,100","1,049,930,000",-2.02,Decrease
220,14-Mar-16,0.184079602,14.51,12.45,13.01,"58,385,100","1,128,180,000",0.56,Increase
221,15-Mar-16,0.16064257,13,13.01,12.52,"28,404,500","1,011,090,000",-0.49,Decrease
222,16-Mar-16,0.436464088,13.02,12.52,11.08,"24,335,500","1,013,020,000",-1.44,Decrease
223,17-Mar-16,0.582222222,12.56,11.08,11,"41,650,600","977,389,000",-0.08,Decrease
224,18-Mar-16,0.337777778,11.11,11,10.53,"53,956,800","867,949,000",-0.47,Decrease
225,19-Mar-16,0.525510204,11.2,10.53,10.32,"26,735,700","875,689,000",-0.21,Decrease
226,20-Mar-16,0.363636364,10.52,10.32,11.86,"17,651,100","822,297,000",1.54,Increase
227,21-Mar-16,0.233333333,10.3,11.86,11.27,"28,572,600","805,997,000",-0.59,Decrease
228,22-Mar-16,0.209923664,11.88,11.27,12.42,"19,730,300","929,610,000",1.15,Increase
229,23-Mar-16,0.357142857,11.33,12.42,11.23,"19,353,200","887,595,000",-1.19,Decrease
230,24-Mar-16,0.333333333,12.44,11.23,10.74,"26,081,800","975,295,000",-0.49,Decrease
231,25-Mar-16,-0.054901961,11.26,10.74,10.97,"13,782,000","883,012,000",0.23,Increase
232,26-Mar-16,0.014705882,10.77,10.97,10.42,"9,425,480","844,742,000",-0.55,Decrease
233,27-Mar-16,0.367647059,10.99,10.42,11.67,"16,744,800","862,211,000",1.25,Increase
234,28-Mar-16,0.294930876,10.43,11.67,11.66,"23,188,300","819,007,000",-0.01,Decrease
235,29-Mar-16,0.378378378,11.75,11.66,11.95,"17,684,200","923,114,000",0.29,Increase
236,30-Mar-16,0.139705882,11.61,11.95,11.4,"19,351,200","911,902,000",-0.55,Decrease
237,31-Mar-16,0.406779661,11.92,11.4,11.66,"14,966,700","936,992,000",0.26,Increase
238,1-Apr-16,0.42081448,11.4,11.66,11.6,"11,373,100","896,537,000",-0.06,Decrease
239,2-Apr-16,0.218446602,11.63,11.6,11.62,"8,682,620","914,995,000",0.02,Increase
240,3-Apr-16,0.12804878,11.63,11.62,11.16,"5,580,550","915,175,000",-0.46,Decrease
241,4-Apr-16,0.59832636,11.62,11.16,10.44,"9,599,070","914,560,000",-0.72,Decrease
242,5-Apr-16,0.170454545,11.21,10.44,10.69,"20,557,300","883,170,000",0.25,Increase
243,6-Apr-16,0.289473684,10.45,10.69,10.07,"16,997,100","823,420,000",-0.62,Decrease
244,7-Apr-16,0.306306306,10.7,10.07,9.72,"13,464,500","843,091,000",-0.35,Decrease
245,8-Apr-16,0.236686391,10.08,9.72,9.15,"14,660,600","794,705,000",-0.57,Decrease
246,9-Apr-16,0.614678899,9.69,9.15,8.94,"16,194,800","764,797,000",-0.21,Decrease
247,10-Apr-16,0.319727891,9.15,8.94,8.64,"42,613,400","722,133,000",-0.3,Decrease
248,11-Apr-16,0.450704225,8.94,8.64,7.44,"15,138,100","706,074,000",-1.2,Decrease
249,12-Apr-16,-0.142105263,8.64,7.44,8.04,"23,190,100","682,395,000",0.6,Increase
250,13-Apr-16,0.598484848,7.44,8.04,8.39,"31,403,300","587,994,000",0.35,Increase
251,14-Apr-16,0.651452282,8.08,8.39,8.24,"13,590,700","638,330,000",-0.15,Decrease
252,15-Apr-16,0.369863014,8.39,8.24,8.61,"12,179,000","663,169,000",0.37,Increase
253,16-Apr-16,0.246861925,8.24,8.61,9.31,"9,888,460","651,554,000",0.7,Increase
254,17-Apr-16,0.180851064,8.62,9.31,9.04,"24,619,600","682,467,000",-0.27,Decrease
255,18-Apr-16,0.590909091,9.33,9.04,8.71,"21,084,100","738,916,000",-0.33,Decrease
256,19-Apr-16,0.620498615,9.08,8.71,8.47,"12,899,100","718,825,000",-0.24,Decrease
257,20-Apr-16,1.005586592,8.69,8.47,8.1,"15,634,700","688,434,000",-0.37,Decrease
258,21-Apr-16,0.383050847,8.45,8.1,7.82,"13,355,400","670,104,000",-0.28,Decrease
259,22-Apr-16,0.258064516,8.15,7.82,8.29,"13,309,300","646,298,000",0.47,Increase
260,23-Apr-16,0.413953488,7.79,8.29,8,"14,565,200","618,147,000",-0.29,Decrease
261,24-Apr-16,0.155844156,8.29,8,7.55,"10,786,400","658,203,000",-0.45,Decrease
262,25-Apr-16,0.100558659,8.01,7.55,7.4,"18,239,900","635,784,000",-0.15,Decrease
263,26-Apr-16,0.865051903,7.53,7.4,7.76,"17,667,300","597,819,000",0.36,Increase
264,27-Apr-16,0.1875,7.39,7.76,7.17,"19,254,500","587,076,000",-0.59,Decrease
265,28-Apr-16,0.418604651,7.74,7.17,7.46,"11,576,000","615,316,000",0.29,Increase
266,29-Apr-16,0.221238938,7.21,7.46,8.81,"8,762,080","573,124,000",1.35,Increase
267,30-Apr-16,0.351351351,7.45,8.81,8.85,"36,573,300","592,992,000",0.04,Increase
268,1-May-16,0.550218341,8.78,8.85,10.16,"16,713,800","698,377,000",1.31,Increase
269,2-May-16,0.825657895,8.89,10.16,9.31,"41,019,200","708,137,000",-0.85,Decrease
270,3-May-16,0.555555556,10.17,9.31,9.41,"21,463,900","809,644,000",0.1,Increase
271,4-May-16,0.23880597,9.38,9.41,9.83,"17,622,400","747,638,000",0.42,Increase
